191,55,13,true,215,8,2,1
192,23,21,false,450,4,4,2
193,32,14,true,802,5,3,1
194,23,19,true,674,9,3,1
195,27,3,true,973,4,4,1
196,35,13,true,649,2,2,1
197,35,6,false,677,3,3,2
198,32,15,false,467,8,2,1
199,35,1,false,234,2,2,2
200,21,5,false,320,9,4,2
201,21,5,false,228,1,5,1
202,43,15,false,675,1,2,2
203,32,11,false,949,9,3,1
204,21,6,false,918,7,3,2
205,21,7,false,860,1,5,1
206,72,7,false,751,9,5,2
207,23,15,true,382,6,4,2
208,35,22,true,512,6,4,2
209,27,3,true,918,5,4,1
210,23,8,true,651,6,3,1
211,23,13,false,974,2,3,2
212,65,5,true,919,9,5,2
213,21,4,false,622,7,5,1
214,27,24,true,234,8,3,1
215,21,1,true,691,6,4,1
216,72,4,false,261,3,4,1
217,35,5,true,568,8,5,2
218,23,22,false,275,3,4,1
219,84,22,false,740,2,3,2
220,17,20,true,987,3,4,1
221,84,8,false,633,5,3,2
222,84,2,true,614,4,2,1
223,72,6,false,676,6,3,1
224,23,18,false,492,2,4,2
225,32,4,false,205,2,5,2
226,32,19,false,974,4,2,1
227,65,24,false,681,7,4,1
228,43,5,false,281,2,3,2
229,21,2,true,213,8,3,2
230,21,12,false,975,7,2,2
231,21,24,false,235,2,3,2
232,27,21,true,961,4,2,2
233,84,12,false,527,6,5,1
234,43,7,true,995,8,5,2
235,65,2,false,790,9,5,1
236,43,17,true,508,4,2,1
237,21,19,true,632,3,5,1
238,72,6,false,617,4,5,1
239,55,24,false,706,3,2,2
240,65,10,true,322,2,3,1
241,72,7,false,812,5,2,1
242,35,13,false,329,3,2,1
243,43,6,true,759,7,3,2
244,65,3,false,326,9,3,2
245,55,17,false,937,7,5,1
246,27,9,false,663,7,5,2
247,84,3,false,622,8,2,1
248,32,3,false,498,4,5,1
249,23,10,false,245,1,4,2
250,27,14,false,476,2,2,2
